step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
253,CASH_OUT,312032.69,C1885296093,0,0,C2080695266,442039.62,754072.31,0
36,CASH_OUT,31630,C411166550,0,0,C1202543881,1602526.28,1634156.28,0
397,CASH_IN,165185.08,C1105269479,9934,175119.08,C964605212,0,0,0
157,PAYMENT,2141.91,C958901383,591394.57,589252.67,M201917043,0,0,0
355,TRANSFER,74626.19,C641859333,51605,0,C56379233,0,74626.19,0
355,CASH_OUT,262563.74,C1587024616,20824,0,C1975613398,173686.1,436249.84,0
279,CASH_OUT,59163.05,C1940176341,0,0,C522714579,593369.27,652532.32,0
156,CASH_OUT,87369.84,C1957213984,0,0,C250798053,1467144.33,1554514.17,0
160,PAYMENT,27162.21,C840917537,0,0,M817201770,0,0,0
375,TRANSFER,57326.83,C1937784830,0,0,C1389160230,2022160.33,2079487.17,0
212,TRANSFER,743813.52,C62742258,0,0,C652540949,753232.1,1497045.62,0
288,PAYMENT,56833.08,C1675369343,34811,0,M1816671180,0,0,0
323,CASH_OUT,103236.67,C1399281324,15050,0,C912095413,0,103236.67,0
45,PAYMENT,5057.83,C817942717,0,0,M778043703,0,0,0
140,CASH_IN,38068.15,C337031080,19813,57881.15,C438576381,161486.66,123418.51,0
156,CASH_OUT,405218.86,C1861781132,7531,0,C1994794314,166492.34,571711.19,0
39,CASH_OUT,53298.32,C487812587,7896,0,C2056453339,464743.71,518042.02,0
21,PAYMENT,7897.36,C1628684523,0,0,M3023726,0,0,0
598,PAYMENT,325.69,C1531982284,31112,30786.31,M322722800,0,0,0
179,CASH_OUT,120189.76,C2054040028,0,0,C1238548890,855231.44,975421.2,0
186,PAYMENT,10892.33,C539723789,21488,10595.67,M2050667850,0,0,0
228,TRANSFER,26929.24,C1466148035,0,0,C1196539851,294674.94,321604.18,0
322,CASH_OUT,36257.82,C1203128711,0,0,C325253433,313947.54,350205.37,0
227,TRANSFER,147047.39,C331113890,0,0,C2123779043,7388944.67,7535992.07,0
21,TRANSFER,233755.04,C945875808,81901.42,0,C1310685539,2356708.62,2590463.66,0
331,PAYMENT,8900.71,C1720489452,55056,46155.29,M86797786,0,0,0
691,PAYMENT,12118.27,C1123191655,5720,0,M1381555636,0,0,0
13,CASH_OUT,456688.61,C1974277951,434481.88,0,C658896644,637170.03,1093858.64,0
186,CASH_OUT,360189.01,C1050875903,0,0,C1961092779,550274.38,910463.39,0
305,CASH_IN,76674.06,C1068719906,4645898.91,4722572.97,C12556117,1195520.15,1118846.09,0
17,CASH_IN,190901.63,C1590685108,9525042.3,9715943.93,C1647809929,1873557.26,1682655.63,0
234,CASH_OUT,229389.89,C1244538160,0,0,C439458879,1926453.7,2320867.99,0
595,PAYMENT,13596.04,C1077726409,0,0,M1450296708,0,0,0
212,CASH_OUT,234527.22,C1099332878,91635,0,C137839988,0,234527.22,0
398,PAYMENT,25622.08,C2022364529,40057,14434.92,M498338122,0,0,0
356,CASH_IN,148387.2,C191530414,155244,303631.2,C517742960,0,0,0
404,TRANSFER,807749.47,C589288501,0,0,C800037167,1326509.68,2134259.14,0
15,PAYMENT,1305.63,C1527854616,0,0,M830401902,0,0,0
212,PAYMENT,2594.9,C318808635,15155,12560.1,M718167829,0,0,0
162,PAYMENT,17176.21,C1628221623,41525.79,24349.58,M1925032455,0,0,0
280,PAYMENT,17469.3,C359641538,137635.46,120166.15,M1707108799,0,0,0
306,CASH_IN,95955.46,C1175405974,113595,209550.46,C1044648557,4364572.43,4268616.97,0
394,PAYMENT,16076.07,C835544164,90136.7,74060.63,M1734481377,0,0,0
212,CASH_IN,205575.2,C796776065,455073.47,660648.67,C1034118408,431678.24,226103.04,0
16,CASH_OUT,171484.07,C1543143389,166244,0,C1610809834,115745.73,583594.26,0
274,CASH_OUT,111541.03,C213090393,26704,0,C788458115,15274.04,126815.07,0
20,PAYMENT,1343.84,C1194890632,0,0,M1776481088,0,0,0
18,TRANSFER,1435505.72,C1682769045,61332,0,C1273206492,558606.05,1994111.77,0
692,PAYMENT,10788.78,C400482393,0,0,M367490849,0,0,0
186,PAYMENT,18992.23,C1134168944,437073.3,418081.06,M1913704488,0,0,0
137,PAYMENT,28871.13,C931204708,21162,0,M720335685,0,0,0
204,PAYMENT,8548.33,C744433439,55417,46868.67,M232374759,0,0,0
306,TRANSFER,883939.57,C1890750753,0,0,C1173337262,2955663.83,3839603.4,0
273,PAYMENT,5906.94,C461757089,0,0,M1677383896,0,0,0
252,PAYMENT,30390.83,C1875436170,0,0,M569958616,0,0,0
184,CASH_IN,416325.56,C632307145,8264,424589.56,C1104865675,38681.74,0,0
13,CASH_OUT,131737.54,C789334486,0,0,C1271835801,6388464.53,6520202.08,0
15,CASH_OUT,183286.54,C1501698470,0,0,C2009060227,298924.26,482210.8,0
307,PAYMENT,14100.52,C736029164,2075,0,M1520543038,0,0,0
14,CASH_OUT,47009.56,C776912811,0,0,C1290402961,156790.44,203800,0
137,CASH_OUT,154301.73,C638173437,0,0,C121986864,2664971.78,2819273.51,0
371,CASH_OUT,12635.94,C940576213,32231,19595.06,C460598234,0,12635.94,0
370,TRANSFER,28089.88,C930445557,0,0,C279780969,257808.09,285897.96,0
188,CASH_IN,84617.88,C1955102941,2524,87141.88,C1730780674,557302.12,472684.24,0
42,CASH_IN,195014,C936365263,368312.46,563326.46,C761051277,841171.5,646157.5,0
227,PAYMENT,70528.95,C2011918020,17741.82,0,M1638008214,0,0,0
594,PAYMENT,21288.72,C1438898048,0,0,M1042772583,0,0,0
157,CASH_IN,112862.39,C2118177472,8205292.91,8318155.3,C1467510979,2418248.01,2305385.63,0
253,PAYMENT,5971.08,C72935408,114155,108183.92,M1695822784,0,0,0
21,PAYMENT,5565.57,C915376469,14871,9305.43,M2003206765,0,0,0
15,TRANSFER,487701.17,C724931832,0,0,C534372976,812822.13,1300523.3,0
20,CASH_IN,33938.65,C1984117555,2929470.63,2963409.28,C1404815683,2160348.69,2153261.12,0
130,CASH_IN,341804.21,C1306486543,2070,343874.21,C326210492,189431.44,0,0
166,CASH_IN,275701.66,C1986636775,5718402.81,5994104.48,C401411276,1495916.14,1220214.47,0
408,PAYMENT,5017.32,C40091241,11887,6869.68,M1244948983,0,0,0
277,CASH_IN,546965.02,C166772247,5280241.99,5827207.01,C335081037,6625606.11,6078641.09,0
349,CASH_OUT,168713.04,C1532620752,170680.26,1967.23,C1594379126,0,168713.04,0
397,PAYMENT,6085.11,C903070334,0,0,M328333384,0,0,0
277,CASH_OUT,135538.55,C619766472,8100.74,0,C849173557,242956.96,378495.51,0
370,PAYMENT,3260.12,C812301468,21420,18159.88,M545752452,0,0,0
401,PAYMENT,5654.61,C546084323,45703.4,40048.79,M1389979380,0,0,0
322,CASH_OUT,109501.45,C517450159,20064,0,C28983536,0,109501.45,0
36,CASH_IN,217323.75,C120824320,6934,224257.75,C1889292355,610487.1,204680.25,0
617,PAYMENT,18361.12,C2018839175,79991,61629.88,M377211168,0,0,0
11,PAYMENT,1704.02,C102021079,162779.16,161075.13,M1900013042,0,0,0
357,PAYMENT,1822.76,C2125376175,6243,4420.24,M1742993440,0,0,0
274,TRANSFER,401403.2,C971083730,19872,0,C1443668618,6994105.13,7395508.33,0
345,CASH_OUT,232010.23,C1797173995,10170,0,C995610551,138905.79,370916.02,0
400,TRANSFER,88552.87,C1555480266,0,0,C2008869915,947099.51,1035652.38,0
306,CASH_OUT,166109.47,C47820644,51516,0,C931026278,220707.27,386816.73,0
179,CASH_IN,261640.58,C1145654062,962421.56,1224062.14,C1385077314,912022.22,650381.64,0
183,CASH_IN,178548.83,C849478997,2628354.91,2806903.74,C327455583,1040504.42,861955.59,0
35,CASH_IN,255181.51,C87235522,149206,404387.51,C1575616918,0,0,0
253,PAYMENT,2684.72,C2048942289,0,0,M140706491,0,0,0
38,CASH_OUT,186043.42,C877905307,0,0,C1330478726,3292592.7,3431389.84,0
282,CASH_OUT,118721.98,C1148906653,50749,0,C1689866429,173846.38,574064.2,0
258,CASH_IN,17450.72,C125829831,13250,30700.72,C1954334316,150028.23,132577.52,0
22,TRANSFER,284087.27,C2013626117,877,0,C420496205,1063068.8,1347156.06,0
133,PAYMENT,4088.27,C1784188845,570961.68,566873.41,M336474988,0,0,0
46,CASH_OUT,74757.96,C554385771,23289.26,0,C475398612,5269438.66,5344196.62,0
393,PAYMENT,47130.78,C612133876,0,0,M864301976,0,0,0
232,CASH_OUT,40565.15,C828980491,0,0,C699056328,4505713.38,4546278.53,0
159,PAYMENT,1109.61,C37293488,0,0,M1628077495,0,0,0
474,CASH_OUT,359302.43,C1324436294,78074,0,C1772843824,0,359302.43,0
204,CASH_OUT,105125.81,C2015497224,0,0,C750557078,726615.59,831741.4,0
226,PAYMENT,38160.32,C378561713,33762.96,0,M702111669,0,0,0
138,DEBIT,2003.69,C536430882,2998,994.31,C1305787258,148490.88,150494.57,0
166,CASH_IN,331326.55,C537255222,5281586.62,5612913.17,C1920008538,783152.26,451825.71,0
275,CASH_OUT,30071.71,C948186144,0,0,C1241588210,4380288.38,4410360.09,0
177,CASH_OUT,152481.08,C1681953841,0,0,C168671142,215439.44,367920.52,0
522,CASH_OUT,110024.74,C1178829091,0,0,C1418545750,398709.78,508734.52,0
351,CASH_OUT,471441.37,C896497598,11435,0,C1707372381,0,471441.37,0
155,CASH_IN,279058.1,C874889580,143,279201.1,C1722181765,1629923.76,1350865.66,0
398,TRANSFER,3108466.93,C1769652607,48991.21,0,C229044826,8295552.83,11404019.76,0
306,CASH_IN,54266.81,C929667314,10248070.32,10302337.13,C1213600119,6043592.59,5989325.78,0
354,PAYMENT,24419.84,C104383867,20314,0,M966514817,0,0,0
306,PAYMENT,61298.06,C1944438718,243227.05,181928.98,M389177745,0,0,0
166,PAYMENT,8202.6,C1195514044,64198.72,55996.12,M1065757231,0,0,0
231,CASH_OUT,72624.5,C1204804108,12485,0,C1371835747,1932522.55,2005147.05,0
17,PAYMENT,2256.74,C1898173716,0,0,M219021368,0,0,0
308,CASH_OUT,108841.88,C1193458015,14160,0,C2123969883,9803689.32,9912531.2,0
298,PAYMENT,9499.06,C85512787,0,0,M515216817,0,0,0
183,PAYMENT,13222.68,C1936850275,40295,27072.32,M1348308903,0,0,0
206,CASH_IN,329369.56,C1381210999,30213,359582.56,C1000366107,0,0,0
230,CASH_OUT,418303.9,C1312779101,0,0,C549582084,6223374.97,7162432.57,0
380,PAYMENT,9051.38,C1124596374,0,0,M1942648387,0,0,0
380,CASH_OUT,73088.1,C1453226923,204,0,C419415963,144432.88,217520.97,0
139,PAYMENT,8089.99,C2093318880,99534,91444.01,M1521990759,0,0,0
8,CASH_IN,29785.66,C181940678,7901463.46,7931249.12,C1231540556,113370.76,83585.1,0
259,DEBIT,3915.97,C1278137706,28939,25023.03,C1676652334,546841.71,550757.68,0
253,CASH_IN,63455.9,C1718129655,504028,567483.9,C825049610,547673.34,484217.44,0
15,CASH_OUT,165372.42,C1906792510,21066,0,C156340227,0,165372.42,0
256,CASH_OUT,128367.28,C315398739,16173,0,C1058932425,87861.84,216229.12,0
133,CASH_OUT,257911.53,C1923098570,0,0,C887122464,1972421.04,2230332.57,0
324,CASH_IN,144372.69,C1904606090,6745136.57,6889509.26,C321931773,524615.4,380242.71,0
141,TRANSFER,380188.92,C1536007776,387742.5,7553.58,C1731822364,1135865.2,1516054.12,0
278,CASH_IN,415210.15,C1153031311,101742,516952.15,C1584018521,369778.74,0,0
346,CASH_OUT,293507.46,C1712309183,905473,611965.54,C1760592178,2127391.39,2420898.86,0
402,PAYMENT,7233.2,C1056662574,0,0,M940900791,0,0,0
131,CASH_OUT,293190.43,C1264582355,282,0,C1551764244,0,293190.43,0
281,PAYMENT,3352.98,C659792590,11875,8522.02,M2056320977,0,0,0
303,PAYMENT,419.06,C687171578,0,0,M2010300381,0,0,0
228,CASH_OUT,106803.41,C1018807149,0,0,C1879520696,897987.04,1004790.45,0
309,CASH_OUT,83955.52,C1222675420,283156,199200.48,C143683095,233935.9,317891.43,0
202,CASH_IN,53244.56,C1962634082,9225087.85,9278332.41,C2086671936,97783.36,44538.81,0
255,CASH_OUT,323789.92,C722348481,19824,0,C998165210,127513.5,451303.42,0
277,PAYMENT,8342.4,C928728801,40317.37,31974.97,M943232224,0,0,0
22,CASH_OUT,66651.01,C1149335948,0,0,C1034570403,70134.45,136785.46,0
12,PAYMENT,9222.96,C291178605,0,0,M1577780622,0,0,0
300,PAYMENT,41986.73,C1173247771,0,0,M2028299623,0,0,0
138,TRANSFER,1915.02,C1762872657,0,0,C933731662,1884256.93,1886171.96,0
353,CASH_OUT,178772.8,C566853403,0,0,C1896052106,717512.4,896285.2,0
191,PAYMENT,578.35,C1643058423,80273,79694.65,M1222521727,0,0,0
34,PAYMENT,6164.55,C673299569,0,0,M644286648,0,0,0
263,PAYMENT,1380.09,C479224308,20475.08,19094.99,M1488513759,0,0,0
44,CASH_OUT,284518.75,C365983649,6608,0,C1430547712,2043.15,286561.9,0
180,PAYMENT,24991.84,C1967928375,0,0,M604311560,0,0,0
355,CASH_IN,101459.45,C106199896,39688,141147.45,C613737379,6265665.56,6164206.11,0
36,PAYMENT,60558.41,C1938981776,0,0,M432969787,0,0,0
155,CASH_OUT,507183.74,C2143863814,0,0,C198513489,508153.6,1015337.34,0
185,DEBIT,22040.35,C1256105849,431,0,C1704686802,1073590.02,1095630.37,0
33,CASH_IN,246686.12,C125205716,3217525.49,3464211.61,C1496102000,3893632.74,3646946.61,0
206,CASH_OUT,68993.57,C422661799,0,0,C1155377876,2107820.49,2176814.06,0
259,TRANSFER,731406.55,C492507218,71798,0,C1703227154,4221497.43,4952903.98,0
395,CASH_OUT,135267.45,C1603196595,0,0,C1431128075,249698.1,384965.55,0
136,TRANSFER,726508.27,C441343059,0,0,C1703636994,2570309.27,3296817.55,0
156,CASH_OUT,627792.88,C1493067614,0,0,C987707869,1150963.32,1778756.2,0
596,CASH_OUT,181484.72,C2123665625,13482.69,0,C1817383863,738584.28,920069,0
37,CASH_OUT,25.77,C1822517988,1634,1608.23,C2017635245,22822.74,22848.52,0
394,PAYMENT,16948,C81032008,532,0,M1885929127,0,0,0
228,CASH_IN,126555.94,C287573377,19985,146540.94,C1842137569,71561.18,0,0
94,PAYMENT,16229.89,C1767840249,0,0,M1189701308,0,0,0
144,PAYMENT,5974.56,C840523402,30696,24721.44,M1313782049,0,0,0
496,PAYMENT,7308.78,C1897793141,154187,146878.22,M1566185268,0,0,0
229,CASH_OUT,94248.46,C1866901525,0,0,C1862149533,395212.85,489461.31,0
404,CASH_OUT,377708.19,C1223765110,23,0,C1062136264,422282.87,799991.06,0
184,PAYMENT,11799.54,C1149406601,0,0,M667174121,0,0,0
257,PAYMENT,7109.73,C1099607821,151559,144449.27,M1503008903,0,0,0
691,CASH_OUT,57270.87,C1669722554,42282,0,C1971262608,2545136.11,2602406.98,0
12,CASH_OUT,77359.65,C1708452712,103027,25667.35,C1479239007,270636.29,347995.94,0
188,CASH_IN,203954.46,C870922011,358852,562806.46,C860798122,1382695.04,1178740.58,0
177,PAYMENT,5533.44,C707177828,0,0,M825179353,0,0,0
211,PAYMENT,1860.79,C672284253,21934,20073.21,M1243106836,0,0,0
279,CASH_IN,44331.35,C1436683972,2717661.89,2761993.24,C783381089,82829.22,38497.87,0
332,TRANSFER,270759.73,C5076994,151981,0,C358492508,2087690.5,2358450.23,0
664,PAYMENT,9960.98,C379345983,71526,61565.02,M300988459,0,0,0
204,CASH_OUT,22706.08,C1132088881,0,0,C1131276166,8704594.9,8727300.98,0
393,PAYMENT,8439.79,C523819754,0,0,M253112340,0,0,0
132,PAYMENT,123.26,C855933779,13259.8,13136.54,M1179427100,0,0,0
323,CASH_OUT,191850.8,C722573294,0,0,C617210090,2606776.41,2798627.21,0
256,CASH_OUT,150765.95,C1549614112,206,0,C21617835,0,150765.95,0
298,PAYMENT,23994.44,C1567345329,12628,0,M236466236,0,0,0
17,PAYMENT,9415.27,C1848837317,326549.68,317134.41,M652288137,0,0,0
13,TRANSFER,1419265.15,C521495979,13452,0,C1222966185,360820.72,1780085.87,0
403,PAYMENT,3386.75,C1926472584,119379.41,115992.66,M366035797,0,0,0
259,PAYMENT,1248.71,C1933210673,3196,1947.29,M1625739037,0,0,0
186,CASH_OUT,339786.81,C1595360292,0,0,C89915850,17763798.46,18103585.27,0
394,CASH_OUT,357281.79,C150398845,7292,0,C1740417324,4223747.79,4581029.58,0
250,PAYMENT,756.8,C2100417206,8114.25,7357.45,M1827598023,0,0,0
380,CASH_OUT,175206.41,C1587656112,16907,0,C1869378529,265608.41,440814.82,0
375,CASH_IN,92615.96,C518163177,25215,117830.96,C1954211493,4276908.33,4184292.37,0
590,CASH_OUT,276661.54,C524737901,19881,0,C1607505568,26888.03,303549.56,0
140,CASH_IN,152748.51,C71782517,30377,183125.51,C1581689547,0,0,0
280,PAYMENT,10711.74,C1481450882,0,0,M1083899603,0,0,0
371,PAYMENT,10564.23,C81856039,23845,13280.77,M1071242678,0,0,0
141,PAYMENT,3782.41,C1596109340,46555,42772.59,M721401068,0,0,0
377,CASH_OUT,289222.06,C1669790271,253507,0,C889941822,400135.43,689357.48,0
187,CASH_OUT,106841.44,C473764477,72907,0,C162846497,0,106841.44,0
252,CASH_IN,28018.79,C934614987,877644.95,905663.74,C872730073,145529.25,117510.46,0
311,CASH_OUT,61343.47,C1996229486,0,0,C892684786,109678.84,171022.32,0
252,CASH_OUT,45075.02,C519057380,46,0,C632230312,0,45075.02,0
37,PAYMENT,2684.1,C1937317274,0,0,M209257945,0,0,0
8,PAYMENT,20486.9,C329162773,200755,180268.1,M1348027050,0,0,0
351,CASH_IN,195220.06,C1302166161,381,195601.06,C1998837397,24536.88,0,0
20,TRANSFER,408196.63,C106780713,235.82,0,C1868307263,1060172.86,1468369.5,0
251,PAYMENT,41583,C1915630834,0,0,M1606884749,0,0,0
231,CASH_IN,81146.58,C1635466479,5387229.04,5468375.62,C409490452,2578556.18,2497409.6,0
546,CASH_OUT,70981.75,C750975996,0,0,C1914372905,2377688.28,2448670.03,0
300,CASH_IN,70596.98,C940629049,4697947.15,4768544.13,C1007221970,398980.41,328383.43,0
587,PAYMENT,7705.83,C1498967299,10643,2937.17,M1474873363,0,0,0
12,CASH_IN,30289.64,C1842096911,6566234.37,6596524.01,C553034816,460151.81,717538.58,0
187,CASH_OUT,66054.8,C1796113058,86693,20638.2,C823493178,209123.06,275177.85,0
373,CASH_OUT,265705.06,C1119459862,0,0,C452371438,322536.9,588241.96,0
95,PAYMENT,9025.25,C154211443,83824,74798.75,M2140649329,0,0,0
401,PAYMENT,43890.62,C456822376,267491,223600.38,M2020885770,0,0,0
214,PAYMENT,9563.1,C1532184649,0,0,M172007851,0,0,0
251,CASH_OUT,11328.94,C1323982622,18381,7052.06,C725168562,35806.01,47134.95,0
349,CASH_OUT,290598.89,C1602113110,0,0,C1267873489,1172321.84,1462920.73,0
42,CASH_OUT,61705.74,C1432872924,0,0,C1832793954,630827.01,692532.75,0
94,PAYMENT,5934.69,C1576424402,0,0,M1823182449,0,0,0
15,CASH_IN,199884.7,C1212769860,6203090.57,6402975.27,C1107228492,709919.32,510034.62,0
394,CASH_IN,267550.7,C1935178156,7584017.96,7851568.66,C796804976,539998.91,272448.21,0
373,PAYMENT,19996.55,C745039267,74366,54369.45,M1531627119,0,0,0
346,PAYMENT,6222.52,C611593736,456975,450752.48,M1372764497,0,0,0
322,CASH_IN,498582.35,C981166275,7433050.37,7931632.72,C1340271509,527216.52,28634.18,0
352,TRANSFER,611881.68,C506075507,0,0,C2040657244,9075196.77,9687078.45,0
280,PAYMENT,3411.78,C106627588,903612,900200.22,M1374630719,0,0,0
236,CASH_IN,166601.24,C1506132918,5788225.23,5954826.47,C862212033,326261.38,159660.14,0
15,TRANSFER,547138.04,C1840213930,11695,0,C1318229655,675444.92,1222582.96,0
351,CASH_IN,177047.74,C1325164593,10218,187265.74,C2109790295,0,0,0
159,PAYMENT,1138.32,C2143410325,12676,11537.68,M1689353952,0,0,0
17,PAYMENT,9335.63,C818440035,0,0,M1498060218,0,0,0
687,CASH_OUT,311643.57,C1048840054,3303,0,C728260648,17193.9,328837.47,0
226,CASH_IN,189910.76,C1901054978,6542662.36,6732573.12,C155731326,594881.66,404970.9,0
358,PAYMENT,1112.92,C1461873774,14992,13879.08,M1004191954,0,0,0
212,CASH_OUT,26752.33,C376581765,41282,14529.67,C926447927,484924.87,511677.2,0
383,PAYMENT,2430.85,C1223433714,12431,10000.15,M723209645,0,0,0
255,CASH_OUT,23950.69,C107541631,0,0,C494112047,10862690.95,10886641.65,0
402,TRANSFER,1032613.34,C1806751435,126064.68,0,C1329201854,2873059.38,3905672.72,0
182,PAYMENT,11965.42,C1800601925,125260,113294.58,M1717802858,0,0,0
538,PAYMENT,15650.94,C565401830,42240,26589.06,M2015852541,0,0,0
19,PAYMENT,8812.16,C210958075,18945,10132.84,M1084827180,0,0,0
285,CASH_OUT,131925.26,C1077512029,165965.58,34040.32,C2048983316,663701.45,795626.71,0
309,PAYMENT,15272.9,C1582038736,63215,47942.1,M817037876,0,0,0
352,CASH_IN,102977.3,C668970499,2297949.13,2400926.42,C502319844,3467458.81,3364481.52,0
231,CASH_OUT,31656.87,C2076536241,21148,0,C1108797555,26315.71,57972.58,0
347,CASH_OUT,155106.79,C1461785686,31912,0,C413729575,0,155106.79,0
137,CASH_OUT,162983.73,C171065423,62365,0,C679161943,864466.16,1027449.88,0
346,CASH_OUT,125354.48,C1447118138,0,0,C440466782,703394.54,828749.01,0
182,CASH_OUT,9856.99,C1898802995,0,0,C1576547195,94302.04,104159.02,0
235,CASH_OUT,233140.49,C296621708,0,0,C1213276805,389323.22,622463.71,0
18,CASH_OUT,191779.97,C825675627,164433,0,C1836523948,0,191779.97,0
21,PAYMENT,13443.53,C1082172252,97947.72,84504.19,M1943757544,0,0,0
9,CASH_OUT,90415.39,C388428375,0,0,C897693538,289151,698687.15,0
155,PAYMENT,157.39,C1765742317,98092,97934.61,M1675930827,0,0,0
130,PAYMENT,28798.99,C332327526,0,0,M578490644,0,0,0
301,CASH_OUT,168037.25,C925054560,75425,0,C824105513,3051228.71,3219265.96,0
139,CASH_IN,253169.97,C618161927,15994693.15,16247863.12,C267907988,268651.78,15481.81,0
356,CASH_IN,14208.1,C38341608,49609,63817.1,C1775562434,0,0,0
165,CASH_IN,100512.13,C299875868,6687839.85,6788351.98,C1747720952,268678.55,168166.42,0
17,PAYMENT,12134.41,C1051717688,428632.88,416498.47,M1527965332,0,0,0
546,CASH_OUT,294077.53,C565704538,20018,0,C75506848,274181.25,568258.78,0
281,CASH_IN,32265.66,C1619859307,1234380.12,1266645.78,C1796791790,109158.13,76892.47,0
36,CASH_IN,139393.24,C1331034870,1754117.01,1893510.25,C1653433120,5584986.26,5445593.02,0
133,CASH_OUT,3050.82,C2059292737,0,0,C1332970668,143254.19,146305.01,0
394,CASH_OUT,511554.75,C128975754,10759,0,C812453472,260504.18,772058.94,0
234,CASH_OUT,178207.58,C915402488,48411,0,C228443910,177402.85,355610.42,0
384,PAYMENT,513.76,C2080553254,51270.33,50756.57,M1871120741,0,0,0
188,CASH_OUT,136838.22,C1104123914,0,0,C1228632125,2575491.66,2712329.88,0
394,PAYMENT,1136.47,C27435481,0,0,M906611890,0,0,0
161,CASH_OUT,163794.61,C1539360133,0,0,C268959010,893545.32,1057339.93,0
178,CASH_OUT,199657.03,C204338763,10461,0,C593687035,113600.19,313257.22,0
379,CASH_OUT,94035.09,C562634330,15793,0,C434710122,0,94035.09,0
378,CASH_OUT,217924.76,C1731976637,19046.97,0,C1610180988,1053856.86,1271781.62,0
227,CASH_IN,94791.22,C1988112280,18801309.67,18896100.89,C948307190,2186645.08,2091853.85,0
282,CASH_OUT,444827.43,C50413835,0,0,C314749572,1513530.93,1958358.36,0
16,PAYMENT,4749.47,C461707818,107818,103068.53,M1044662549,0,0,0
395,CASH_IN,13561.9,C1494547485,7496231.07,7509792.98,C1834500148,284035.18,270473.28,0
163,CASH_IN,167562.39,C1161109548,4069814.63,4237377.02,C1972431560,351904.57,184342.18,0
380,CASH_IN,39133.28,C1931529065,11476,50609.28,C208645236,0,0,0
312,PAYMENT,2241.72,C795148892,50310,48068.28,M646308373,0,0,0
162,CASH_OUT,226990.88,C1719091102,0,0,C393994891,379230.93,606221.8,0
353,CASH_OUT,376839.76,C1115529967,15720,0,C520964112,0,376839.76,0
212,TRANSFER,77911.11,C2014848834,11755.06,0,C2037638798,125856.64,203767.76,0
349,CASH_OUT,136881.46,C961082741,0,0,C679970513,239214.88,376096.34,0
379,CASH_IN,74033.36,C2050463075,10557,84590.36,C153064144,83534.45,9501.1,0
287,PAYMENT,28451.76,C1851783039,0,0,M1236434354,0,0,0
378,PAYMENT,8291.59,C1159537758,0,0,M695956029,0,0,0
686,PAYMENT,11660.78,C1802263288,21542,9881.22,M681899509,0,0,0
373,PAYMENT,36482.69,C1752163264,41488,5005.31,M2044646878,0,0,0
237,CASH_IN,196721.47,C1863546861,1277829.84,1474551.31,C423113173,400636.65,203915.19,0
356,CASH_OUT,90405.62,C496024004,0,0,C490210259,502428.54,592834.16,0
260,CASH_OUT,1728.59,C452886855,0,0,C1972937113,598244.56,599973.14,0
132,PAYMENT,29257.52,C294673020,0,0,M1108482176,0,0,0
590,CASH_OUT,273430.16,C1173620646,11074,0,C1667384254,72961.1,346391.26,0
201,PAYMENT,10247.28,C1101798034,0,0,M93695207,0,0,0
190,PAYMENT,5684.21,C655756305,149781,144096.79,M1771102193,0,0,0
238,CASH_OUT,141541.6,C1364015217,0,0,C268018946,1123806.11,1265347.71,0
353,CASH_IN,147337.37,C1969962,21045,168382.37,C481998230,553805.3,406467.93,0
403,CASH_OUT,143413.7,C1932814738,265,0,C665670005,171934.51,315348.21,0
130,PAYMENT,11295.14,C1555452898,0,0,M1614045691,0,0,0
255,CASH_IN,41913.46,C2096639890,676198.98,718112.45,C884372715,539840.55,497927.09,0
42,CASH_IN,547645.82,C1839243027,4275960.5,4823606.32,C1859965144,1600799.13,1053153.32,0
47,CASH_OUT,362224.56,C1825278463,0,0,C783114423,7592043.2,7954267.76,0
352,TRANSFER,104138.17,C695712916,1586,0,C2040398837,136236.98,240375.15,0
214,PAYMENT,5066.84,C1624646490,25630,20563.16,M2145953977,0,0,0
405,CASH_IN,137991.49,C1235232112,619023.86,757015.35,C131671914,1971786.99,1833795.5,0
301,CASH_OUT,387275.99,C243336913,0,0,C859634383,1011759.96,1399035.94,0
305,CASH_OUT,361211.35,C484162345,17535,0,C685482580,0,361211.35,0
260,CASH_IN,92975.64,C122438225,20098,113073.64,C11151043,0,0,0
180,TRANSFER,2514872.14,C1087726769,0,0,C271003771,10429703,12944575.14,0
140,CASH_OUT,208193.61,C358620038,24845,0,C2029597192,14354.67,222548.28,0
155,CASH_IN,100972.5,C913381315,1920448.77,2021421.27,C645908026,736429.35,635456.85,0
186,TRANSFER,10105.01,C1353588803,0,0,C518559740,284914.07,295019.08,0
235,PAYMENT,34074.64,C1329451308,263155,229080.36,M1576203290,0,0,0
135,CASH_IN,33225.09,C962559337,9246070.63,9279295.71,C687332996,1885337.02,1852111.93,0
358,PAYMENT,14665.12,C2057218998,15739,1073.88,M1592372843,0,0,0
356,CASH_IN,48298.82,C52159959,5014,53312.82,C1326857765,248655.3,200790.23,0
228,CASH_OUT,320287.72,C1249268900,21349,0,C1602594429,363740.23,684027.94,0
130,CASH_OUT,13105.06,C1946619288,0,0,C1018394275,8897696.38,8910801.44,0
9,CASH_IN,141980.92,C1766630213,3222377.87,3364358.78,C1103621993,227577.23,85596.31,0
